id,template,slipsense,mappedscale,faultage,sliprate,sentence
443,fold_structure,monocline,"1:10,000","<2,600,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <2,600,000 years and has a slip rate of 1 - 5 mm/yr."
444,fold_structure,monocline,"1:10,000","<2,600,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <2,600,000 years and has a slip rate of unspecified."
445,fold_structure,monocline,"1:10,000","<2,600,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <2,600,000 years and has a slip rate of Undetermined."
446,fold_structure,monocline,"1:10,000","<2,600,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <2,600,000 years and has a slip rate of >5 mm/yr."
447,fold_structure,monocline,"1:10,000","<130,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <130,000 years and has a slip rate of <0.2 mm/yr."
448,fold_structure,monocline,"1:10,000","<130,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <130,000 years and has a slip rate of 0.2 - 1 mm/yr."
449,fold_structure,monocline,"1:10,000","<130,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <130,000 years and has a slip rate of 1 - 5 mm/yr."
450,fold_structure,monocline,"1:10,000","<130,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <130,000 years and has a slip rate of unspecified."
451,fold_structure,monocline,"1:10,000","<130,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <130,000 years and has a slip rate of Undetermined."
452,fold_structure,monocline,"1:10,000","<130,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <130,000 years and has a slip rate of >5 mm/yr."
453,fold_structure,monocline,"1:10,000","<750,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <750,000 years and has a slip rate of <0.2 mm/yr."
454,fold_structure,monocline,"1:10,000","<750,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <750,000 years and has a slip rate of 0.2 - 1 mm/yr."
455,fold_structure,monocline,"1:10,000","<750,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <750,000 years and has a slip rate of 1 - 5 mm/yr."
456,fold_structure,monocline,"1:10,000","<750,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <750,000 years and has a slip rate of unspecified."
457,fold_structure,monocline,"1:10,000","<750,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <750,000 years and has a slip rate of Undetermined."
458,fold_structure,monocline,"1:10,000","<750,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <750,000 years and has a slip rate of >5 mm/yr."
459,fold_structure,monocline,"1:10,000",undetermined,<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last undetermined years and has a slip rate of <0.2 mm/yr."
460,fold_structure,monocline,"1:10,000",undetermined,0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last undetermined years and has a slip rate of 0.2 - 1 mm/yr."
461,fold_structure,monocline,"1:10,000",undetermined,1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last undetermined years and has a slip rate of 1 - 5 mm/yr."
462,fold_structure,monocline,"1:10,000",undetermined,unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last undetermined years and has a slip rate of unspecified."
463,fold_structure,monocline,"1:10,000",undetermined,Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last undetermined years and has a slip rate of Undetermined."
464,fold_structure,monocline,"1:10,000",undetermined,>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last undetermined years and has a slip rate of >5 mm/yr."
465,fold_structure,monocline,"1:10,000",<150,<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <150 years and has a slip rate of <0.2 mm/yr."
466,fold_structure,monocline,"1:10,000",<150,0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <150 years and has a slip rate of 0.2 - 1 mm/yr."
467,fold_structure,monocline,"1:10,000",<150,1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <150 years and has a slip rate of 1 - 5 mm/yr."
468,fold_structure,monocline,"1:10,000",<150,unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <150 years and has a slip rate of unspecified."
469,fold_structure,monocline,"1:10,000",<150,Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <150 years and has a slip rate of Undetermined."
470,fold_structure,monocline,"1:10,000",<150,>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <150 years and has a slip rate of >5 mm/yr."
471,fold_structure,monocline,"1:24,000","<15,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:24,000 scale. Geologic studies have determined that the structure has had movement in the last <15,000 years and has a slip rate of <0.2 mm/yr."
472,fold_structure,monocline,"1:24,000","<15,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:24,000 scale. Geologic studies have determined that the structure has had movement in the last <15,000 years and has a slip rate of 0.2 - 1 mm/yr."
473,fold_structure,monocline,"1:24,000","<15,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:24,000 scale. Geologic studies have determined that the structure has had movement in the last <15,000 years and has a slip rate of 1 - 5 mm/yr."
474,fold_structure,monocline,"1:24,000","<15,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:24,000 scale. Geologic studies have determined that the structure has had movement in the last <15,000 years and has a slip rate of unspecified."
475,fold_structure,monocline,"1:24,000","<15,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:24,000 scale. Geologic studies have determined that the structure has had movement in the last <15,000 years and has a slip rate of Undetermined."
476,fold_structure,monocline,"1:24,000","<15,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:24,000 scale. Geologic studies have determined that the structure has had movement in the last <15,000 years and has a slip rate of >5 mm/yr."
477,fold_structure,monocline,"1:24,000","<2,600,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:24,000 scale. Geologic studies have determined that the structure has had movement in the last <2,600,000 years and has a slip rate of <0.2 mm/yr."
478,fold_structure,monocline,"1:24,000","<2,600,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:24,000 scale. Geologic studies have determined that the structure has had movement in the last <2,600,000 years and has a slip rate of 0.2 - 1 mm/yr."
479,fold_structure,monocline,"1:24,000","<2,600,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:24,000 scale. Geologic studies have determined that the structure has had movement in the last <2,600,000 years and has a slip rate of 1 - 5 mm/yr."
480,fold_structure,monocline,"1:24,000","<2,600,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:24,000 scale. Geologic studies have determined that the structure has had movement in the last <2,600,000 years and has a slip rate of unspecified."
481,fold_structure,monocline,"1:24,000","<2,600,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:24,000 scale. Geologic studies have determined that the structure has had movement in the last <2,600,000 years and has a slip rate of Undetermined."
